,background,1,2,3,4
375,1.11E-05,1.11E-05,1.11E-05,0.999955558,1.11E-05
376,0.777745681,0.222220988,1.11E-05,1.11E-05,1.11E-05
377,2.38E-06,2.38E-06,0.999990476,2.38E-06,2.38E-06
378,2.00E-06,2.00E-06,0.999992,2.00E-06,2.00E-06
379,2.08E-06,2.08E-06,0.999991667,2.08E-06,2.08E-06
380,0.999976471,5.88E-06,5.88E-06,5.88E-06,5.88E-06
381,5.56E-06,5.56E-06,5.56E-06,0.999977778,5.56E-06
382,0.999900012,2.50E-05,2.50E-05,2.50E-05,2.50E-05
383,4.00E-06,4.00E-06,4.00E-06,0.999984,4.00E-06
384,9.09E-06,0.999963638,9.09E-06,9.09E-06,9.09E-06
385,0.999900012,2.50E-05,2.50E-05,2.50E-05,2.50E-05
386,1.00E-04,1.00E-04,1.00E-04,1.00E-04,0.9996002
387,0.999900012,2.50E-05,2.50E-05,2.50E-05,2.50E-05
388,0.999900012,2.50E-05,2.50E-05,2.50E-05,2.50E-05
